Age,Height,Sex_mapped,Overweight_Obese_Family_mapped,Consumption_of_Fast_Food_mapped,Frequency_of_Consuming_Vegetables_mapped,Number_of_Main_Meals_Daily_mapped,Food_Intake_Between_Meals_mapped,Smoking_mapped,Liquid_Intake_Daily_mapped,Calculation_of_Calorie_Intake_mapped,Physical_Excercise_mapped,Schedule_Dedicated_to_Technology_mapped,Type_of_Transportation_Used_mapped,Class_mapped
25,166,Male,No,No,Sometimes,1 or 2 ,Usually,No,Less than 1 Liter,No,No sports,More than 5 hourse per day,Bike,Normal
25,166,Male,No,No,Sometimes,3,Always,Yes,More than 2 Liters,No,1-2 days per week,3-5 hours per day,Public Transportation,Overweight
25,167,Male,Yes,Yes,Always,3,Rarely,Yes,More than 2 Liters,No,7 days per week,3-5 hours per day,Public Transportation,Normal
25,170,Male,Yes,No,Rarely,3,Rarely,Yes,Less than 1 Liter,Yes,7 days per week,More than 5 hourse per day,Motorbike,Normal
25,171,Male,No,No,Sometimes,1 or 2 ,Always,Yes,Between 1 and 2 Liters,No,3-4 days per week,1-2 hours per day,Public Transportation,Normal
25,174,Male,No,No,Sometimes,3,Always,No,More than 2 Liters,No,1-2 days per week,3-5 hours per day,Walking,Overweight
25,174,Male,No,No,Always,1 or 2 ,Usually,No,Between 1 and 2 Liters,No,No sports,3-5 hours per day,Public Transportation,Normal
25,176,Male,No,No,Sometimes,1 or 2 ,Sometimes,No,Between 1 and 2 Liters,No,7 days per week,3-5 hours per day,Bike,Overweight
25,178,Male,No,No,Sometimes,3,Usually,No,Less than 1 Liter,No,5-6 days per week,More than 5 hourse per day,Walking,Overweight
25,176,Male,No,Yes,Rarely,3,Rarely,Yes,Less than 1 Liter,Yes,7 days per week,1-2 hours per day,Motorbike,Obesity
25,177,Male,Yes,No,Rarely,1 or 2 ,Sometimes,No,Less than 1 Liter,Yes,1-2 days per week,1-2 hours per day,Public Transportation,Overweight
25,178,Male,No,No,Sometimes,1 or 2 ,Sometimes,Yes,Between 1 and 2 Liters,No,3-4 days per week,3-5 hours per day,Public Transportation,Normal
25,182,Male,No,Yes,Rarely,3,Rarely,Yes,More than 2 Liters,No,7 days per week,3-5 hours per day,Public Transportation,Overweight
25,185,Male,Yes,No,Always,1 or 2 ,Sometimes,Yes,Between 1 and 2 Liters,Yes,3-4 days per week,3-5 hours per day,Public Transportation,Overweight
25,190,Male,No,Yes,Sometimes,3,Rarely,Yes,Less than 1 Liter,Yes,1-2 days per week,1-2 hours per day,Public Transportation,Overweight
26,159,Male,No,Yes,Always,3,Sometimes,Yes,More than 2 Liters,Yes,7 days per week,1-2 hours per day,Public Transportation,Overweight
26,165,Male,No,Yes,Sometimes,1 or 2 ,Rarely,Yes,More than 2 Liters,No,7 days per week,More than 5 hourse per day,Public Transportation,Normal
26,169,Male,No,No,Always,1 or 2 ,Usually,Yes,Between 1 and 2 Liters,No,No sports,1-2 hours per day,Public Transportation,Normal
26,170,Male,No,Yes,Always,3,Sometimes,Yes,More than 2 Liters,Yes,7 days per week,More than 5 hourse per day,Public Transportation,Normal
26,170,Male,No,No,Sometimes,1 or 2 ,Sometimes,No,More than 2 Liters,No,1-2 days per week,3-5 hours per day,Public Transportation,Normal
26,172,Male,No,No,Always,1 or 2 ,Always,No,Between 1 and 2 Liters,No,No sports,3-5 hours per day,Public Transportation,Normal
26,175,Male,No,No,Rarely,3,Sometimes,No,More than 2 Liters,No,5-6 days per week,3-5 hours per day,Public Transportation,Overweight
26,170,Male,No,No,Sometimes,3,Rarely,No,Less than 1 Liter,No,5-6 days per week,More than 5 hourse per day,Public Transportation,Overweight
26,175,Male,No,No,Sometimes,3,Usually,No,More than 2 Liters,No,5-6 days per week,More than 5 hourse per day,Motorbike,Normal
26,177,Male,Yes,No,Always,1 or 2 ,Sometimes,Yes,Less than 1 Liter,No,3-4 days per week,More than 5 hourse per day,Public Transportation,Normal
26,181,Male,No,No,Sometimes,3,Rarely,Yes,Less than 1 Liter,No,No sports,3-5 hours per day,Public Transportation,Normal
26,181,Male,Yes,No,Rarely,1 or 2 ,Sometimes,Yes,More than 2 Liters,Yes,1-2 days per week,3-5 hours per day,Public Transportation,Overweight
26,183,Male,No,No,Sometimes,3,Always,No,More than 2 Liters,No,No sports,3-5 hours per day,Walking,Overweight
27,170,Male,No,Yes,Always,1 or 2 ,Rarely,Yes,Less than 1 Liter,No,5-6 days per week,3-5 hours per day,Public Transportation,Normal
27,171,Male,No,No,Sometimes,3,Sometimes,Yes,More than 2 Liters,No,7 days per week,3-5 hours per day,Public Transportation,Normal
27,173,Male,No,No,Sometimes,1 or 2 ,Usually,No,More than 2 Liters,No,3-4 days per week,3-5 hours per day,Public Transportation,Normal
27,172,Male,No,No,Sometimes,3,Sometimes,No,More than 2 Liters,No,1-2 days per week,3-5 hours per day,Public Transportation,Normal
27,171,Male,No,No,Sometimes,3,Always,No,More than 2 Liters,No,3-4 days per week,More than 5 hourse per day,Public Transportation,Overweight
27,172,Male,No,No,Sometimes,1 or 2 ,Always,No,More than 2 Liters,No,5-6 days per week,3-5 hours per day,Public Transportation,Overweight
27,173,Male,No,No,Sometimes,1 or 2 ,Rarely,No,Between 1 and 2 Liters,No,7 days per week,1-2 hours per day,Public Transportation,Normal
27,175,Male,No,No,Rarely,3,Sometimes,Yes,Less than 1 Liter,No,7 days per week,3-5 hours per day,Motorbike,Overweight
27,178,Male,No,No,Sometimes,1 or 2 ,Always,No,More than 2 Liters,No,No sports,3-5 hours per day,Public Transportation,Overweight
27,178,Male,No,No,Rarely,3,Usually,No,More than 2 Liters,No,7 days per week,More than 5 hourse per day,Public Transportation,Overweight
27,180,Male,Yes,No,Rarely,1 or 2 ,Rarely,No,More than 2 Liters,No,No sports,3-5 hours per day,Public Transportation,Normal
27,188,Male,Yes,Yes,Always,1 or 2 ,Usually,No,More than 2 Liters,No,7 days per week,More than 5 hourse per day,Public Transportation,Overweight
28,169,Male,No,No,Sometimes,3,Sometimes,Yes,More than 2 Liters,No,5-6 days per week,More than 5 hourse per day,Public Transportation,Normal
28,171,Male,No,No,Always,1 or 2 ,Sometimes,No,More than 2 Liters,No,7 days per week,1-2 hours per day,Motorbike,Normal
28,175,Male,No,No,Always,1 or 2 ,Rarely,Yes,Less than 1 Liter,No,7 days per week,1-2 hours per day,Public Transportation,Normal
28,172,Male,No,No,Rarely,3,Sometimes,Yes,Less than 1 Liter,No,7 days per week,More than 5 hourse per day,Walking,Overweight
28,175,Male,No,No,Always,1 or 2 ,Rarely,No,More than 2 Liters,No,1-2 days per week,More than 5 hourse per day,Public Transportation,Normal
28,176,Male,No,No,Rarely,3,Usually,No,Less than 1 Liter,No,3-4 days per week,3-5 hours per day,Public Transportation,Normal
28,177,Male,No,No,Always,1 or 2 ,Sometimes,No,More than 2 Liters,No,7 days per week,3-5 hours per day,Walking,Normal
28,177,Male,No,No,Sometimes,1 or 2 ,Sometimes,No,Less than 1 Liter,No,5-6 days per week,3-5 hours per day,Public Transportation,Overweight
28,178,Male,No,No,Rarely,3,Sometimes,No,More than 2 Liters,No,7 days per week,More than 5 hourse per day,Public Transportation,Overweight
29,163,Male,No,No,Rarely,3,Always,Yes,More than 2 Liters,No,3-4 days per week,3-5 hours per day,Walking,Overweight
29,171,Male,Yes,No,Rarely,3,Usually,No,Less than 1 Liter,No,No sports,3-5 hours per day,Public Transportation,Normal
29,170,Male,No,No,Always,1 or 2 ,Usually,No,Between 1 and 2 Liters,Yes,1-2 days per week,More than 5 hourse per day,Walking,Overweight
29,173,Male,No,No,Sometimes,3,Sometimes,Yes,Less than 1 Liter,No,7 days per week,3-5 hours per day,Public Transportation,Normal
29,175,Male,No,No,Always,3,Usually,Yes,More than 2 Liters,No,7 days per week,3-5 hours per day,Public Transportation,Normal
29,176,Male,No,No,Sometimes,3,Sometimes,Yes,Less than 1 Liter,No,3-4 days per week,3-5 hours per day,Public Transportation,Overweight
29,177,Male,No,No,Sometimes,1 or 2 ,Usually,Yes,Between 1 and 2 Liters,No,5-6 days per week,3-5 hours per day,Public Transportation,Overweight
29,180,Male,Yes,No,Always,3,Rarely,Yes,More than 2 Liters,No,1-2 days per week,3-5 hours per day,Public Transportation,Overweight
29,182,Male,No,No,Rarely,3,Rarely,No,Between 1 and 2 Liters,No,No sports,3-5 hours per day,Walking,Normal
29,183,Male,No,No,Always,1 or 2 ,Always,No,Less than 1 Liter,No,7 days per week,3-5 hours per day,Public Transportation,Normal
29,181,Male,No,No,Sometimes,1 or 2 ,Rarely,Yes,More than 2 Liters,No,3-4 days per week,3-5 hours per day,Public Transportation,Overweight
30,168,Male,No,Yes,Always,3,Always,No,Between 1 and 2 Liters,No,No sports,3-5 hours per day,Public Transportation,Overweight
30,171,Male,No,No,Sometimes,1 or 2 ,Sometimes,No,More than 2 Liters,Yes,1-2 days per week,1-2 hours per day,Public Transportation,Normal
30,166,Male,No,No,Sometimes,3,Sometimes,No,More than 2 Liters,No,5-6 days per week,1-2 hours per day,Public Transportation,Overweight
30,168,Male,No,No,Sometimes,3,Usually,No,More than 2 Liters,No,5-6 days per week,3-5 hours per day,Public Transportation,Overweight
30,170,Male,No,No,Sometimes,1 or 2 ,Usually,No,Less than 1 Liter,No,5-6 days per week,3-5 hours per day,Public Transportation,Overweight
30,174,Male,No,No,Sometimes,1 or 2 ,Rarely,No,More than 2 Liters,No,3-4 days per week,3-5 hours per day,Motorbike,Normal
30,175,Male,No,No,Sometimes,1 or 2 ,Sometimes,No,Less than 1 Liter,No,1-2 days per week,1-2 hours per day,Public Transportation,Normal
30,175,Male,No,No,Rarely,3,Rarely,Yes,More than 2 Liters,No,7 days per week,1-2 hours per day,Walking,Overweight
30,174,Male,No,No,Sometimes,3,Rarely,No,More than 2 Liters,No,3-4 days per week,3-5 hours per day,Public Transportation,Overweight
30,180,Male,No,No,Sometimes,1 or 2 ,Usually,No,More than 2 Liters,No,1-2 days per week,3-5 hours per day,Public Transportation,Normal
30,179,Male,No,No,Always,3,Sometimes,No,Between 1 and 2 Liters,No,3-4 days per week,3-5 hours per day,Automobile,Normal
30,180,Male,No,No,Always,1 or 2 ,Usually,No,More than 2 Liters,No,5-6 days per week,More than 5 hourse per day,Public Transportation,Normal
30,181,Male,Yes,No,Rarely,3,Sometimes,Yes,Between 1 and 2 Liters,Yes,7 days per week,3-5 hours per day,Automobile,Normal
30,183,Male,No,No,Rarely,3,Sometimes,No,More than 2 Liters,No,3-4 days per week,1-2 hours per day,Automobile,Normal
31,169,Male,Yes,No,Sometimes,3,Sometimes,No,Less than 1 Liter,Yes,3-4 days per week,1-2 hours per day,Motorbike,Obesity
31,170,Male,No,No,Sometimes,3,Rarely,No,More than 2 Liters,No,No sports,3-5 hours per day,Automobile,Normal
31,173,Male,No,No,Always,3,Always,No,More than 2 Liters,No,1-2 days per week,3-5 hours per day,Public Transportation,Overweight
31,175,Male,No,No,Sometimes,3,Sometimes,No,More than 2 Liters,No,3-4 days per week,More than 5 hourse per day,Automobile,Overweight
31,174,Male,No,No,Sometimes,3,Rarely,No,More than 2 Liters,No,5-6 days per week,3-5 hours per day,Public Transportation,Overweight
31,176,Male,No,No,Always,1 or 2 ,Usually,No,Less than 1 Liter,No,No sports,3-5 hours per day,Automobile,Normal
31,177,Male,No,No,Always,1 or 2 ,Usually,Yes,Between 1 and 2 Liters,No,3-4 days per week,3-5 hours per day,Walking,Normal
31,176,Male,No,No,Always,1 or 2 ,Usually,No,Less than 1 Liter,No,5-6 days per week,1-2 hours per day,Automobile,Normal
31,174,Male,No,No,Rarely,3,Sometimes,Yes,More than 2 Liters,No,5-6 days per week,3-5 hours per day,Public Transportation,Normal
32,172,Male,No,No,Sometimes,1 or 2 ,Always,No,Less than 1 Liter,No,3-4 days per week,3-5 hours per day,Public Transportation,Overweight
32,176,Male,No,No,Sometimes,1 or 2 ,Usually,Yes,More than 2 Liters,No,No sports,More than 5 hourse per day,Automobile,Normal
32,176,Male,No,No,Rarely,3,Rarely,No,Between 1 and 2 Liters,No,5-6 days per week,More than 5 hourse per day,Walking,Normal
32,181,Male,No,No,Sometimes,3,Rarely,No,More than 2 Liters,Yes,3-4 days per week,3-5 hours per day,Automobile,Overweight
32,178,Male,No,No,Always,1 or 2 ,Usually,No,Less than 1 Liter,No,1-2 days per week,3-5 hours per day,Automobile,Overweight
32,180,Male,Yes,No,Sometimes,1 or 2 ,Sometimes,No,Between 1 and 2 Liters,No,1-2 days per week,3-5 hours per day,Public Transportation,Overweight
32,181,Male,No,No,Sometimes,3,Always,No,More than 2 Liters,No,3-4 days per week,3-5 hours per day,Public Transportation,Overweight
32,184,Male,Yes,No,Always,3,Usually,No,Less than 1 Liter,No,7 days per week,3-5 hours per day,Automobile,Overweight
32,183,Male,No,No,Sometimes,3,Sometimes,No,More than 2 Liters,Yes,5-6 days per week,More than 5 hourse per day,Motorbike,Overweight
32,186,Male,No,Yes,Always,3,Sometimes,Yes,Between 1 and 2 Liters,No,No sports,3-5 hours per day,Public Transportation,Overweight
33,171,Male,No,No,Sometimes,3,Always,No,Between 1 and 2 Liters,No,3-4 days per week,3-5 hours per day,Automobile,Overweight
33,175,Male,No,No,Sometimes,3,Sometimes,No,More than 2 Liters,No,7 days per week,More than 5 hourse per day,Public Transportation,Overweight
33,176,Male,No,No,Sometimes,1 or 2 ,Always,No,More than 2 Liters,No,1-2 days per week,1-2 hours per day,Automobile,Overweight
33,177,Male,No,No,Always,3,Sometimes,No,Less than 1 Liter,No,3-4 days per week,3-5 hours per day,Automobile,Overweight
33,179,Male,No,No,Sometimes,3,Sometimes,No,Between 1 and 2 Liters,No,7 days per week,3-5 hours per day,Public Transportation,Overweight
33,176,Male,No,No,Sometimes,3,Sometimes,No,More than 2 Liters,No,1-2 days per week,3-5 hours per day,Automobile,Normal
33,176,Male,No,Yes,Rarely,1 or 2 ,Rarely,Yes,Less than 1 Liter,No,7 days per week,3-5 hours per day,Motorbike,Overweight
33,182,Male,No,No,Sometimes,3,Sometimes,No,Less than 1 Liter,No,5-6 days per week,3-5 hours per day,Automobile,Normal
33,166,Male,No,No,Sometimes,3,Sometimes,No,More than 2 Liters,No,3-4 days per week,1-2 hours per day,Automobile,Overweight
33,170,Male,No,No,Sometimes,3,Rarely,Yes,More than 2 Liters,No,7 days per week,3-5 hours per day,Walking,Overweight
33,170,Male,No,Yes,Sometimes,3,Always,No,Less than 1 Liter,Yes,5-6 days per week,More than 5 hourse per day,Automobile,Overweight
34,166,Male,No,No,Rarely,3,Usually,No,Less than 1 Liter,No,1-2 days per week,3-5 hours per day,Motorbike,Overweight
34,169,Male,No,No,Sometimes,3,Sometimes,No,Between 1 and 2 Liters,No,1-2 days per week,3-5 hours per day,Automobile,Overweight
34,168,Male,No,No,Sometimes,3,Sometimes,No,Between 1 and 2 Liters,No,No sports,3-5 hours per day,Public Transportation,Overweight
34,170,Male,No,No,Sometimes,3,Usually,No,Between 1 and 2 Liters,No,5-6 days per week,3-5 hours per day,Public Transportation,Overweight
34,173,Male,No,No,Sometimes,3,Sometimes,No,Less than 1 Liter,No,No sports,1-2 hours per day,Automobile,Normal
34,174,Male,No,No,Sometimes,3,Sometimes,No,More than 2 Liters,No,1-2 days per week,3-5 hours per day,Walking,Normal
34,178,Male,No,No,Always,1 or 2 ,Usually,Yes,More than 2 Liters,No,1-2 days per week,More than 5 hourse per day,Automobile,Overweight
34,181,Male,No,No,Sometimes,1 or 2 ,Always,No,Between 1 and 2 Liters,No,5-6 days per week,3-5 hours per day,Motorbike,Overweight
35,169,Male,No,No,Sometimes,3,Sometimes,No,More than 2 Liters,No,1-2 days per week,3-5 hours per day,Automobile,Overweight
35,173,Male,No,No,Sometimes,3,Always,No,Between 1 and 2 Liters,No,No sports,1-2 hours per day,Public Transportation,Overweight
35,172,Male,No,No,Always,3,Usually,No,More than 2 Liters,No,1-2 days per week,More than 5 hourse per day,Automobile,Overweight
35,173,Male,No,Yes,Sometimes,3,Sometimes,Yes,Between 1 and 2 Liters,No,1-2 days per week,3-5 hours per day,Public Transportation,Overweight
35,176,Male,No,No,Sometimes,3,Rarely,No,More than 2 Liters,No,3-4 days per week,3-5 hours per day,Automobile,Overweight
35,180,Male,No,No,Sometimes,3,Sometimes,No,Between 1 and 2 Liters,No,1-2 days per week,3-5 hours per day,Public Transportation,Overweight
35,178,Male,No,No,Sometimes,3,Usually,No,More than 2 Liters,No,5-6 days per week,1-2 hours per day,Automobile,Overweight
35,160,Male,No,No,Rarely,3,Sometimes,No,More than 2 Liters,No,3-4 days per week,3-5 hours per day,Automobile,Overweight
35,182,Male,No,No,Sometimes,3,Sometimes,No,Between 1 and 2 Liters,No,3-4 days per week,3-5 hours per day,Public Transportation,Overweight
36,166,Male,No,Yes,Rarely,3,Usually,Yes,Less than 1 Liter,Yes,7 days per week,More than 5 hourse per day,Public Transportation,Overweight
36,165,Male,No,No,Sometimes,3,Rarely,No,Less than 1 Liter,No,5-6 days per week,3-5 hours per day,Automobile,Overweight
36,170,Male,No,No,Sometimes,3,Usually,No,More than 2 Liters,No,3-4 days per week,3-5 hours per day,Public Transportation,Overweight
36,173,Male,No,No,Sometimes,3,Usually,No,More than 2 Liters,No,3-4 days per week,More than 5 hourse per day,Public Transportation,Overweight
36,176,Male,No,No,Rarely,3,Always,No,More than 2 Liters,No,1-2 days per week,3-5 hours per day,Automobile,Overweight
36,176,Male,Yes,Yes,Rarely,3,Usually,Yes,Between 1 and 2 Liters,Yes,7 days per week,More than 5 hourse per day,Public Transportation,Obesity
36,182,Male,Yes,Yes,Always,3,Usually,No,More than 2 Liters,No,3-4 days per week,3-5 hours per day,Public Transportation,Overweight
36,183,Male,Yes,No,Sometimes,3,Sometimes,No,Less than 1 Liter,No,1-2 days per week,3-5 hours per day,Automobile,Overweight
37,170,Male,No,No,Rarely,3,Sometimes,No,More than 2 Liters,No,No sports,3-5 hours per day,Walking,Normal
37,172,Male,No,No,Sometimes,1 or 2 ,Rarely,No,Between 1 and 2 Liters,No,3-4 days per week,More than 5 hourse per day,Automobile,Normal
37,173,Male,No,Yes,Always,3,Always,No,More than 2 Liters,No,7 days per week,3-5 hours per day,Automobile,Overweight
37,175,Male,No,Yes,Rarely,3,Sometimes,No,Less than 1 Liter,No,5-6 days per week,More than 5 hourse per day,Public Transportation,Overweight
37,174,Male,No,No,Sometimes,3,Usually,No,Less than 1 Liter,No,No sports,3-5 hours per day,Automobile,Overweight
37,176,Male,No,Yes,Rarely,3,Sometimes,Yes,Less than 1 Liter,Yes,5-6 days per week,More than 5 hourse per day,Public Transportation,Overweight
37,180,Male,No,Yes,Rarely,3,Always,Yes,More than 2 Liters,Yes,1-2 days per week,3-5 hours per day,Automobile,Overweight
37,183,Male,No,No,Always,3,Sometimes,No,Between 1 and 2 Liters,No,3-4 days per week,More than 5 hourse per day,Public Transportation,Overweight
37,184,Male,No,Yes,Always,3,Usually,Yes,More than 2 Liters,No,7 days per week,3-5 hours per day,Public Transportation,Overweight
37,169,Male,No,Yes,Sometimes,3,Sometimes,No,Less than 1 Liter,No,7 days per week,More than 5 hourse per day,Automobile,Overweight
37,174,Male,No,No,Always,3,Usually,No,More than 2 Liters,No,3-4 days per week,1-2 hours per day,Automobile,Overweight
38,167,Male,No,Yes,Sometimes,3,Sometimes,No,More than 2 Liters,No,7 days per week,3-5 hours per day,Automobile,Overweight
38,168,Male,No,Yes,Sometimes,3,Usually,No,Less than 1 Liter,No,7 days per week,3-5 hours per day,Public Transportation,Overweight
38,176,Male,No,Yes,Sometimes,3,Usually,No,Between 1 and 2 Liters,No,3-4 days per week,3-5 hours per day,Automobile,Overweight
38,179,Male,No,No,Sometimes,3,Sometimes,No,Less than 1 Liter,No,7 days per week,1-2 hours per day,Motorbike,Overweight
38,173,Male,Yes,Yes,Sometimes,3,Sometimes,No,More than 2 Liters,Yes,5-6 days per week,1-2 hours per day,Automobile,Overweight
38,163,Male,No,Yes,Sometimes,3,Sometimes,Yes,Less than 1 Liter,No,7 days per week,More than 5 hourse per day,Automobile,Overweight
38,170,Male,Yes,Yes,Always,3,Usually,No,More than 2 Liters,Yes,7 days per week,More than 5 hourse per day,Public Transportation,Overweight
38,177,Male,No,No,Rarely,3,Rarely,No,Less than 1 Liter,No,7 days per week,3-5 hours per day,Public Transportation,Normal
39,165,Male,No,No,Rarely,3,Rarely,No,More than 2 Liters,No,1-2 days per week,3-5 hours per day,Automobile,Normal
39,171,Male,No,No,Always,3,Always,Yes,More than 2 Liters,No,7 days per week,3-5 hours per day,Public Transportation,Overweight
39,171,Male,No,Yes,Sometimes,3,Sometimes,No,Between 1 and 2 Liters,No,7 days per week,1-2 hours per day,Public Transportation,Overweight
39,172,Male,No,Yes,Rarely,3,Usually,No,More than 2 Liters,No,7 days per week,1-2 hours per day,Motorbike,Overweight
39,176,Male,No,Yes,Always,3,Rarely,No,Between 1 and 2 Liters,No,7 days per week,3-5 hours per day,Automobile,Overweight
39,179,Male,No,No,Sometimes,3,Sometimes,No,Between 1 and 2 Liters,No,5-6 days per week,1-2 hours per day,Public Transportation,Overweight
39,180,Male,No,Yes,Sometimes,3,Sometimes,No,Between 1 and 2 Liters,No,1-2 days per week,3-5 hours per day,Public Transportation,Overweight
39,182,Male,Yes,No,Rarely,3,Rarely,No,More than 2 Liters,No,5-6 days per week,3-5 hours per day,Automobile,Overweight
39,187,Male,No,Yes,Rarely,3,Sometimes,No,Between 1 and 2 Liters,No,5-6 days per week,3-5 hours per day,Public Transportation,Overweight
39,178,Male,No,No,Rarely,3,Always,No,More than 2 Liters,No,3-4 days per week,More than 5 hourse per day,Automobile,Overweight
40,170,Male,No,Yes,Sometimes,3,Sometimes,No,More than 2 Liters,No,1-2 days per week,3-5 hours per day,Motorbike,Overweight
40,175,Male,Yes,Yes,Rarely,1 or 2 ,Always,No,Less than 1 Liter,No,7 days per week,More than 5 hourse per day,Automobile,Overweight
40,175,Male,No,No,Sometimes,3,Usually,No,More than 2 Liters,No,3-4 days per week,3-5 hours per day,Public Transportation,Overweight
40,177,Male,No,No,Sometimes,3,Sometimes,No,More than 2 Liters,No,5-6 days per week,More than 5 hourse per day,Automobile,Overweight
40,176,Male,Yes,No,Rarely,1 or 2 ,Usually,Yes,Less than 1 Liter,No,7 days per week,3-5 hours per day,Walking,Overweight
40,177,Male,No,No,Rarely,3,Usually,Yes,Less than 1 Liter,No,5-6 days per week,3-5 hours per day,Automobile,Overweight
40,178,Male,Yes,No,Always,1 or 2 ,Always,Yes,More than 2 Liters,No,1-2 days per week,3-5 hours per day,Public Transportation,Overweight
41,167,Male,No,Yes,Sometimes,3,Rarely,No,More than 2 Liters,No,5-6 days per week,More than 5 hourse per day,Automobile,Overweight
41,169,Male,No,No,Always,3,Always,No,More than 2 Liters,No,No sports,3-5 hours per day,Automobile,Normal
41,168,Male,No,No,Sometimes,3,Sometimes,Yes,Between 1 and 2 Liters,No,3-4 days per week,3-5 hours per day,Automobile,Overweight
41,170,Male,No,Yes,Always,3,Usually,Yes,Between 1 and 2 Liters,Yes,7 days per week,More than 5 hourse per day,Motorbike,Overweight
41,172,Male,No,No,Sometimes,3,Rarely,No,More than 2 Liters,No,5-6 days per week,1-2 hours per day,Automobile,Overweight
41,175,Male,No,Yes,Sometimes,3,Rarely,Yes,Between 1 and 2 Liters,No,7 days per week,More than 5 hourse per day,Public Transportation,Overweight
41,173,Male,No,No,Sometimes,3,Always,No,More than 2 Liters,No,3-4 days per week,3-5 hours per day,Automobile,Overweight
41,177,Male,No,No,Sometimes,3,Rarely,No,More than 2 Liters,No,1-2 days per week,1-2 hours per day,Public Transportation,Overweight
42,161,Male,No,Yes,Rarely,3,Sometimes,No,Between 1 and 2 Liters,Yes,3-4 days per week,3-5 hours per day,Automobile,Overweight
42,166,Male,No,No,Sometimes,3,Rarely,No,More than 2 Liters,No,3-4 days per week,1-2 hours per day,Public Transportation,Overweight
42,168,Male,No,No,Always,1 or 2 ,Usually,Yes,Less than 1 Liter,No,1-2 days per week,3-5 hours per day,Automobile,Normal
42,170,Male,No,No,Sometimes,1 or 2 ,Usually,No,Between 1 and 2 Liters,No,3-4 days per week,More than 5 hourse per day,Walking,Normal
42,171,Male,Yes,No,Rarely,3,Usually,No,Less than 1 Liter,No,5-6 days per week,1-2 hours per day,Automobile,Normal
42,173,Male,Yes,No,Always,1 or 2 ,Sometimes,Yes,More than 2 Liters,No,No sports,3-5 hours per day,Motorbike,Normal
42,172,Male,No,No,Rarely,3,Usually,No,More than 2 Liters,No,7 days per week,More than 5 hourse per day,Motorbike,Overweight
42,173,Male,No,No,Always,3,Always,No,Between 1 and 2 Liters,No,7 days per week,1-2 hours per day,Walking,Overweight
42,175,Male,No,No,Rarely,3,Usually,No,Less than 1 Liter,No,3-4 days per week,3-5 hours per day,Public Transportation,Overweight
43,163,Male,No,No,Sometimes,3,Rarely,No,Between 1 and 2 Liters,No,1-2 days per week,3-5 hours per day,Public Transportation,Overweight
43,180,Male,No,No,Always,3,Sometimes,No,Less than 1 Liter,Yes,1-2 days per week,1-2 hours per day,Motorbike,Overweight
43,181,Male,No,Yes,Sometimes,3,Usually,No,Less than 1 Liter,No,5-6 days per week,1-2 hours per day,Automobile,Overweight
43,179,Male,No,Yes,Sometimes,3,Usually,No,More than 2 Liters,Yes,7 days per week,3-5 hours per day,Automobile,Obesity
43,180,Male,Yes,Yes,Rarely,3,Rarely,Yes,More than 2 Liters,Yes,3-4 days per week,More than 5 hourse per day,Automobile,Obesity
43,187,Male,Yes,Yes,Rarely,3,Sometimes,No,Between 1 and 2 Liters,Yes,5-6 days per week,1-2 hours per day,Automobile,Overweight
43,185,Male,No,Yes,Sometimes,3,Sometimes,No,Between 1 and 2 Liters,No,7 days per week,3-5 hours per day,Automobile,Overweight
43,182,Male,No,Yes,Rarely,3,Sometimes,Yes,More than 2 Liters,Yes,5-6 days per week,1-2 hours per day,Automobile,Overweight
44,170,Male,No,No,Rarely,3,Rarely,No,More than 2 Liters,No,1-2 days per week,3-5 hours per day,Automobile,Overweight
44,174,Male,No,No,Sometimes,3,Sometimes,Yes,More than 2 Liters,No,No sports,1-2 hours per day,Automobile,Overweight
44,175,Male,Yes,No,Rarely,1 or 2 ,Sometimes,No,Between 1 and 2 Liters,No,7 days per week,3-5 hours per day,Automobile,Overweight
44,175,Male,No,No,Always,3,Usually,Yes,More than 2 Liters,No,7 days per week,More than 5 hourse per day,Automobile,Overweight
45,167,Male,No,No,Rarely,3,Sometimes,No,Between 1 and 2 Liters,No,3-4 days per week,1-2 hours per day,Automobile,Overweight
45,168,Male,No,Yes,Always,3,Rarely,No,Less than 1 Liter,No,7 days per week,3-5 hours per day,Automobile,Overweight
45,168,Male,No,Yes,Rarely,3,Always,Yes,Between 1 and 2 Liters,No,7 days per week,1-2 hours per day,Automobile,Overweight
45,174,Male,Yes,Yes,Rarely,3,Always,No,Between 1 and 2 Liters,No,5-6 days per week,1-2 hours per day,Automobile,Overweight
45,175,Male,No,No,Sometimes,3,Rarely,No,More than 2 Liters,No,1-2 days per week,3-5 hours per day,Motorbike,Overweight
45,179,Male,No,Yes,Sometimes,3,Usually,Yes,Less than 1 Liter,No,3-4 days per week,3-5 hours per day,Automobile,Overweight
46,170,Male,No,Yes,Always,3,Sometimes,No,Less than 1 Liter,No,5-6 days per week,1-2 hours per day,Automobile,Overweight
46,173,Male,No,No,Sometimes,3,Always,Yes,More than 2 Liters,No,3-4 days per week,3-5 hours per day,Automobile,Overweight
46,173,Male,Yes,No,Always,1 or 2 ,Sometimes,No,Between 1 and 2 Liters,No,7 days per week,1-2 hours per day,Automobile,Overweight
46,176,Male,No,No,Sometimes,3,Usually,No,More than 2 Liters,No,1-2 days per week,1-2 hours per day,Automobile,Overweight
